supplier,region,weather,shipment_mode,product_category,distance_km,supplier_reliability,lead_time_days,order_volume,inventory_level,route_risk,traffic_index,disrupted
Supplier_A,West,Clear,Air,Pharma,761.0,,4.6,575.0,558.0,0.365,0.404,0
Supplier_E,South,Clear,Rail,Pharma,493.0,0.76,2.8,388.0,574.0,0.324,0.523,0
Supplier_A,Central,Rain,Road,Textile,691.0,0.654,5.4,719.0,871.0,0.094,0.192,0
Supplier_E,North,Rain,Road,Textile,503.0,0.591,4.7,694.0,143.0,0.319,0.523,1
Supplier_A,East,Clear,Sea,Automotive,736.0,0.684,7.8,447.0,485.0,0.234,0.751,0
Supplier_C,East,Flood,Sea,Electronics,135.0,0.666,6.8,522.0,544.0,0.307,0.548,1
Supplier_A,Central,Clear,Air,Food,967.0,0.782,2.1,314.0,511.0,0.496,1.0,0
Supplier_A,Central,Clear,Sea,Food,261.0,0.687,4.2,371.0,412.0,0.215,0.614,0
Supplier_D,East,Clear,Sea,Automotive,756.0,,6.0,226.0,382.0,0.306,0.381,0
Supplier_D,West,Flood,Road,Textile,479.0,0.779,8.2,334.0,837.0,0.458,0.6,1
Supplier_A,West,Heatwave,Air,Pharma,520.0,0.932,13.3,401.0,484.0,0.296,0.178,0
Supplier_E,East,Rain,Road,Food,487.0,1.0,8.1,121.0,1036.0,0.872,0.324,0
Supplier_B,North,Heatwave,Rail,Pharma,616.0,0.802,3.0,524.0,616.0,0.4,0.232,0
Supplier_B,East,Flood,Road,Pharma,669.0,0.814,5.7,604.0,436.0,0.102,0.504,1
Supplier_B,South,Flood,Sea,Pharma,825.0,0.753,6.5,419.0,622.0,0.182,0.487,1
Supplier_C,East,Flood,Air,Automotive,916.0,0.852,4.4,20.0,524.0,0.162,0.765,1
Supplier_A,West,Clear,Road,Food,636.0,0.839,7.4,374.0,795.0,0.185,0.478,0
Supplier_C,South,Storm,Road,Automotive,996.0,0.979,1.0,169.0,243.0,0.457,0.279,1
Supplier_B,South,Rain,Road,Automotive,574.0,0.497,7.7,310.0,104.0,0.129,0.843,0
Supplier_A,Central,Storm,Air,Pharma,830.0,0.745,4.6,681.0,579.0,0.284,0.01,0
Supplier_B,South,Clear,Sea,Textile,661.0,0.831,5.7,20.0,684.0,0.579,0.508,0
Supplier_D,North,Storm,Road,Electronics,407.0,0.776,10.4,273.0,563.0,0.246,0.548,0
Supplier_D,West,Heatwave,Rail,Textile,597.0,0.639,2.2,569.0,648.0,0.484,0.498,0
Supplier_B,West,Clear,Rail,Electronics,681.0,0.585,6.8,294.0,616.0,0.013,0.61,0
Supplier_B,Central,Heatwave,Road,Pharma,542.0,0.901,8.4,280.0,174.0,0.276,0.524,0
Supplier_D,West,Clear,Rail,Textile,657.0,0.666,6.5,786.0,562.0,0.173,0.61,0
Supplier_D,Central,Clear,Road,Automotive,775.0,0.517,1.2,488.0,790.0,0.41,0.368,0
Supplier_E,East,Clear,Road,Pharma,544.0,0.908,10.1,588.0,538.0,0.143,0.179,0
Supplier_E,South,Storm,Road,Textile,50.0,0.849,5.4,509.0,212.0,0.764,0.49,1
Supplier_E,Central,Rain,Sea,Electronics,986.0,0.763,4.4,449.0,427.0,0.022,0.274,0
Supplier_E,South,Clear,Road,Automotive,473.0,0.643,5.1,648.0,622.0,0.577,0.34,0
Supplier_C,South,Rain,Road,Food,336.0,0.763,4.9,763.0,895.0,0.526,0.756,1
Supplier_B,Central,Clear,Air,Pharma,258.0,,2.4,117.0,70.0,0.412,0.843,0
Supplier_B,Central,Clear,Sea,Textile,463.0,0.538,6.5,414.0,579.0,0.361,0.751,0
Supplier_B,South,Flood,Rail,Automotive,404.0,0.545,4.2,412.0,295.0,0.721,0.711,1
Supplier_D,West,Rain,Road,Electronics,358.0,0.686,8.0,343.0,612.0,0.844,0.513,1
Supplier_D,Central,Storm,Air,Electronics,373.0,0.776,7.6,597.0,629.0,0.309,0.723,1
Supplier_E,West,Rain,Road,Electronics,688.0,0.706,10.9,466.0,449.0,0.382,0.578,0
Supplier_A,North,Heatwave,Air,Food,1078.0,0.876,5.4,767.0,639.0,0.24,0.928,1
Supplier_C,West,Clear,Road,Food,763.0,0.943,3.6,618.0,751.0,0.116,0.298,0
Supplier_B,North,Clear,Road,Automotive,842.0,0.822,1.6,666.0,464.0,0.443,0.648,0
Supplier_E,Central,Clear,Road,Automotive,452.0,0.864,12.6,204.0,206.0,0.4,0.222,0
Supplier_B,North,Rain,Air,Electronics,577.0,0.821,8.0,275.0,814.0,0.028,0.649,0
Supplier_A,Central,Rain,Road,Food,661.0,0.781,3.9,290.0,682.0,0.441,0.122,0
Supplier_C,North,Storm,Road,Automotive,379.0,0.586,11.1,658.0,624.0,0.407,0.233,1
Supplier_E,East,Clear,Rail,Textile,439.0,0.626,10.1,246.0,348.0,0.23,0.218,0
Supplier_E,South,Clear,Air,Pharma,772.0,0.577,1.9,251.0,717.0,0.217,0.555,0
Supplier_A,Central,Rain,Road,Electronics,833.0,0.758,3.7,218.0,949.0,0.435,0.578,0
Supplier_B,South,Heatwave,Air,Electronics,568.0,0.815,5.6,916.0,473.0,0.672,1.0,1
Supplier_A,West,Clear,Air,Pharma,239.0,0.563,2.8,394.0,521.0,0.43,0.48,0
Supplier_B,North,Clear,Road,Food,473.0,0.791,5.7,515.0,266.0,0.506,0.67,0
Supplier_C,East,Clear,Sea,Pharma,175.0,0.649,8.1,215.0,342.0,0.184,0.535,0
Supplier_B,Central,Clear,Sea,Electronics,570.0,0.62,1.9,593.0,264.0,0.267,0.652,0
Supplier_A,Central,Clear,Road,Pharma,616.0,0.686,6.9,101.0,529.0,0.472,0.532,0
Supplier_C,South,Clear,Road,Pharma,480.0,0.612,9.5,244.0,425.0,0.078,0.742,0
Supplier_A,South,Rain,Road,Food,613.0,0.871,7.2,288.0,582.0,0.391,0.268,0
Supplier_B,East,Clear,Road,Electronics,658.0,0.755,5.8,459.0,304.0,0.449,0.01,0
Supplier_A,East,Clear,Rail,Automotive,617.0,0.902,4.0,277.0,463.0,0.342,0.592,0
Supplier_A,East,Clear,Sea,Food,238.0,0.713,8.5,694.0,290.0,0.414,0.103,0
Supplier_C,North,Heatwave,Sea,Pharma,484.0,0.719,2.5,511.0,541.0,0.362,0.789,0
Supplier_E,West,Clear,Road,Textile,657.0,1.0,6.7,296.0,141.0,0.226,0.379,0
Supplier_D,South,Clear,Road,Automotive,960.0,0.537,6.1,600.0,533.0,0.114,0.272,0
Supplier_A,South,Clear,Road,Electronics,479.0,0.973,,349.0,439.0,0.332,1.0,0
Supplier_A,Central,Rain,Rail,Electronics,693.0,1.0,4.3,314.0,540.0,0.611,0.496,0
Supplier_B,West,Flood,Road,Electronics,778.0,0.895,4.5,581.0,137.0,0.555,0.454,1
Supplier_D,South,Clear,Sea,Food,499.0,0.73,2.3,20.0,644.0,0.281,0.665,0
Supplier_D,Central,Clear,Sea,Pharma,849.0,0.994,7.3,552.0,434.0,0.277,0.679,0
Supplier_E,South,Clear,Road,Pharma,863.0,0.732,4.7,292.0,548.0,0.262,0.751,0
Supplier_B,East,Rain,Air,Food,909.0,0.674,3.4,291.0,89.0,0.262,0.207,0
Supplier_A,South,Heatwave,Rail,Food,669.0,0.722,3.7,772.0,227.0,0.408,0.618,1
Supplier_A,North,Clear,Sea,Electronics,1164.0,0.694,7.6,324.0,414.0,0.561,0.435,0
Supplier_A,East,Clear,Rail,Electronics,390.0,0.638,2.7,592.0,803.0,0.803,0.297,0
Supplier_A,East,Storm,Road,Automotive,1102.0,0.947,3.0,470.0,616.0,0.184,0.511,1
Supplier_E,Central,Storm,Rail,Textile,750.0,0.664,8.7,489.0,529.0,0.48,0.102,1
Supplier_B,South,Clear,Road,Textile,899.0,0.776,5.5,375.0,297.0,0.458,0.703,0
Supplier_E,Central,Clear,Rail,Textile,467.0,0.563,8.9,366.0,257.0,0.284,0.436,0
Supplier_C,West,Clear,Road,Food,770.0,0.785,4.9,695.0,561.0,0.145,0.395,0
Supplier_C,North,Storm,Air,Textile,921.0,0.607,6.0,587.0,654.0,0.405,0.47,1
Supplier_C,West,Rain,Sea,Textile,267.0,0.603,6.5,330.0,546.0,0.774,0.463,1
Supplier_E,East,Rain,Road,Textile,508.0,0.764,10.2,232.0,876.0,0.404,0.751,1
Supplier_A,South,Flood,Road,Electronics,50.0,0.939,9.9,315.0,350.0,0.193,0.259,1
Supplier_A,East,Clear,Air,Electronics,504.0,0.846,9.5,597.0,539.0,0.319,0.416,0
Supplier_C,South,Clear,Road,Food,338.0,0.856,4.1,632.0,128.0,0.122,0.452,0
Supplier_B,West,Clear,Rail,Food,493.0,0.761,3.0,520.0,546.0,0.354,0.266,0
Supplier_C,East,Flood,Air,Textile,1310.0,0.73,8.3,129.0,823.0,0.487,0.535,1
Supplier_D,East,Rain,Road,Pharma,997.0,0.899,10.1,556.0,271.0,0.211,0.341,0
Supplier_C,South,Clear,Sea,Textile,176.0,0.696,9.5,655.0,685.0,0.01,0.191,0
Supplier_B,South,Clear,Rail,Textile,694.0,0.905,6.0,451.0,817.0,0.405,0.616,0
Supplier_B,East,Storm,Rail,Textile,758.0,0.965,8.2,776.0,348.0,0.25,0.84,1
Supplier_D,East,Storm,Road,Electronics,462.0,0.654,8.2,182.0,603.0,0.2,0.511,1
Supplier_B,South,Rain,Road,Pharma,596.0,0.676,6.4,543.0,848.0,0.198,0.477,0
Supplier_C,East,Clear,Road,Pharma,622.0,0.698,6.6,236.0,551.0,0.43,0.473,0
Supplier_C,South,Heatwave,Sea,Automotive,200.0,0.56,6.3,611.0,673.0,0.268,0.386,0
Supplier_D,East,Storm,Sea,Automotive,282.0,0.71,3.6,530.0,110.0,0.536,0.757,1
Supplier_D,North,Rain,Sea,Food,595.0,0.975,3.9,744.0,631.0,0.54,,0
Supplier_C,East,Rain,Road,Electronics,576.0,0.623,3.9,510.0,614.0,0.296,0.021,0
Supplier_B,West,Heatwave,Rail,Food,366.0,,1.2,347.0,208.0,0.246,0.764,0
Supplier_B,Central,Heatwave,Air,Automotive,343.0,0.715,6.4,332.0,288.0,0.376,0.71,1
Supplier_C,West,Rain,Air,Food,527.0,1.0,5.9,375.0,633.0,0.321,0.632,0
Supplier_B,West,Clear,Road,Pharma,780.0,0.678,8.3,328.0,433.0,0.01,0.01,0
Supplier_D,North,Clear,Sea,Food,530.0,0.758,9.8,662.0,745.0,0.733,0.499,1
Supplier_B,South,Storm,Road,Automotive,972.0,0.643,10.0,650.0,568.0,0.493,0.697,1
Supplier_D,West,Rain,Road,Food,369.0,0.677,10.3,151.0,512.0,0.257,0.583,0
Supplier_D,Central,Clear,Sea,Textile,600.0,0.981,3.7,427.0,463.0,0.01,0.545,0
Supplier_E,East,Clear,Rail,Pharma,458.0,0.851,1.7,431.0,564.0,0.314,0.697,0
Supplier_A,Central,Heatwave,Road,Automotive,703.0,0.934,8.8,279.0,677.0,0.232,0.531,0
Supplier_D,South,Flood,Rail,Textile,347.0,0.583,10.1,499.0,617.0,0.338,0.765,1
Supplier_A,North,Heatwave,Sea,Pharma,1051.0,0.878,10.7,683.0,407.0,0.01,0.536,0
Supplier_B,North,Clear,Road,Pharma,110.0,0.634,7.5,581.0,773.0,0.256,0.518,0
Supplier_A,East,Storm,Air,Electronics,996.0,0.579,1.0,662.0,645.0,0.268,0.696,1
Supplier_A,West,Flood,Road,Pharma,573.0,0.816,7.1,291.0,585.0,0.312,0.412,1
Supplier_A,South,Clear,Road,Electronics,694.0,0.814,7.7,427.0,520.0,0.303,0.259,0
Supplier_A,West,Clear,Road,Automotive,897.0,0.788,9.8,282.0,610.0,0.36,0.501,0
Supplier_E,West,Heatwave,Rail,Electronics,773.0,0.888,10.3,463.0,97.0,0.654,0.63,1
Supplier_A,South,Clear,Road,Automotive,360.0,0.911,8.7,479.0,553.0,0.247,0.704,0
Supplier_B,South,Rain,Road,Food,706.0,1.0,4.2,593.0,861.0,0.168,0.705,0
Supplier_D,West,Rain,Rail,Textile,1036.0,0.601,2.9,656.0,548.0,0.01,0.485,0
Supplier_E,West,Rain,Rail,Pharma,319.0,1.0,7.6,544.0,518.0,0.248,0.462,0
Supplier_E,North,Clear,Air,Pharma,1101.0,1.0,3.6,265.0,369.0,0.07,,0
Supplier_A,South,Storm,Sea,Pharma,650.0,0.725,10.4,177.0,608.0,0.542,0.555,1
Supplier_E,East,Clear,Road,Food,437.0,0.53,1.0,514.0,457.0,0.331,0.139,0
Supplier_D,East,Flood,Road,Pharma,318.0,0.572,7.7,690.0,788.0,0.538,0.505,1
Supplier_A,North,Clear,Rail,Electronics,492.0,,,416.0,310.0,0.643,1.0,0
Supplier_C,Central,Rain,Rail,Textile,50.0,1.0,5.4,145.0,400.0,0.177,0.169,0
Supplier_E,South,Storm,Road,Automotive,442.0,0.783,3.2,795.0,368.0,0.281,0.535,1
Supplier_B,South,Clear,Road,Electronics,482.0,0.687,1.0,508.0,904.0,0.616,0.583,0
Supplier_A,North,Clear,Road,Automotive,271.0,0.677,4.4,451.0,458.0,0.388,0.611,0
Supplier_E,Central,Storm,Road,Pharma,744.0,0.582,4.5,210.0,379.0,0.454,0.287,1
Supplier_E,South,Clear,Sea,Electronics,493.0,0.911,9.3,423.0,40.0,0.557,0.613,0
Supplier_E,Central,Clear,Rail,Food,385.0,0.766,3.7,544.0,299.0,0.529,0.382,0
Supplier_E,East,Clear,Road,Automotive,465.0,1.0,7.4,511.0,616.0,0.432,0.186,0
Supplier_E,Central,Heatwave,Rail,Electronics,642.0,0.874,2.1,298.0,615.0,0.629,0.709,1
Supplier_C,North,Rain,Air,Pharma,569.0,0.904,7.4,410.0,357.0,0.336,0.646,0
Supplier_A,North,Clear,Road,Textile,368.0,0.744,1.0,309.0,369.0,0.454,0.287,0
Supplier_D,Central,Heatwave,Road,Pharma,583.0,0.616,12.3,720.0,909.0,0.315,0.38,1
Supplier_B,Central,Clear,Air,Electronics,537.0,,5.6,581.0,1093.0,0.554,0.372,0
Supplier_C,East,Clear,Road,Food,254.0,0.575,1.0,326.0,753.0,0.21,0.138,0
Supplier_D,North,Clear,Rail,Automotive,475.0,0.917,3.8,210.0,843.0,0.013,0.668,0
Supplier_E,Central,Clear,Rail,Textile,701.0,0.722,3.4,470.0,890.0,0.481,0.676,0
Supplier_B,South,Clear,Air,Automotive,699.0,0.923,4.0,331.0,987.0,0.146,0.427,0
Supplier_B,Central,Rain,Sea,Electronics,490.0,0.8,4.9,345.0,434.0,0.126,0.494,1
Supplier_D,Central,Clear,Air,Textile,726.0,0.736,4.0,216.0,307.0,0.603,0.525,0
Supplier_A,Central,Rain,Rail,Automotive,295.0,0.605,3.6,238.0,903.0,0.543,0.554,0
Supplier_C,West,Clear,Road,Automotive,303.0,,2.5,449.0,288.0,0.281,0.204,0
Supplier_D,West,Clear,Rail,Textile,485.0,0.747,8.5,372.0,274.0,0.01,0.607,0
Supplier_C,East,Clear,Sea,Automotive,939.0,0.915,9.6,869.0,279.0,0.457,0.241,0
Supplier_B,North,Rain,Sea,Pharma,592.0,0.673,5.2,527.0,471.0,0.483,0.65,1
Supplier_E,South,Storm,Sea,Food,478.0,0.872,5.9,213.0,63.0,0.453,0.266,1
Supplier_B,West,Clear,Road,Food,951.0,1.0,2.6,144.0,185.0,0.444,0.214,0
Supplier_D,Central,Clear,Air,Food,475.0,0.821,6.2,492.0,363.0,0.314,0.494,0
Supplier_C,East,Clear,Sea,Automotive,1131.0,0.898,6.7,349.0,237.0,0.268,0.489,0
Supplier_A,West,Storm,Air,Automotive,417.0,0.866,5.3,660.0,734.0,0.129,0.523,0
Supplier_C,North,Clear,Air,Electronics,287.0,,7.2,471.0,501.0,0.211,0.304,0
Supplier_A,East,Storm,Rail,Food,507.0,0.836,6.9,63.0,627.0,0.414,0.545,1
Supplier_E,East,Clear,Rail,Electronics,485.0,0.885,2.8,237.0,603.0,0.418,0.565,0
Supplier_D,Central,Clear,Road,Food,340.0,0.775,9.6,298.0,455.0,0.508,0.756,0
Supplier_B,South,Storm,Road,Food,1227.0,0.664,5.4,500.0,717.0,0.069,0.541,1
Supplier_C,South,Clear,Sea,Pharma,633.0,0.599,11.0,231.0,599.0,0.018,0.368,0
Supplier_D,South,Clear,Sea,Textile,671.0,0.97,7.3,448.0,430.0,0.274,,0
Supplier_B,North,Heatwave,Sea,Pharma,430.0,0.629,11.9,179.0,130.0,0.146,0.163,1
Supplier_B,East,Clear,Road,Electronics,400.0,0.892,9.5,421.0,615.0,0.387,0.571,0
Supplier_C,West,Clear,Road,Pharma,817.0,0.842,6.7,487.0,223.0,0.088,0.675,0
Supplier_B,Central,Clear,Road,Automotive,114.0,0.918,3.8,683.0,584.0,0.586,0.304,0
Supplier_D,Central,Rain,Sea,Electronics,253.0,0.703,3.9,464.0,517.0,0.186,0.556,0
Supplier_A,North,Storm,Air,Food,486.0,0.661,7.6,273.0,201.0,0.669,0.462,1
Supplier_E,South,Clear,Sea,Food,901.0,0.837,6.4,689.0,557.0,0.455,0.658,0
Supplier_B,South,Heatwave,Road,Textile,453.0,0.736,4.2,387.0,542.0,0.139,0.691,0
Supplier_C,South,Rain,Rail,Electronics,658.0,0.595,8.5,559.0,543.0,0.769,0.01,0
Supplier_A,Central,Heatwave,Air,Electronics,557.0,1.0,6.1,310.0,532.0,0.403,0.727,0
Supplier_B,North,Storm,Road,Food,887.0,0.661,8.5,436.0,356.0,0.383,0.555,1
Supplier_D,North,Heatwave,Sea,Electronics,138.0,0.631,3.1,276.0,630.0,0.337,0.383,0
Supplier_B,Central,Rain,Rail,Automotive,741.0,0.744,9.0,478.0,349.0,0.443,0.389,0
Supplier_A,Central,Clear,Road,Pharma,498.0,0.968,7.5,565.0,264.0,0.455,0.507,0
Supplier_C,South,Clear,Road,Food,790.0,0.455,9.6,331.0,648.0,0.177,0.389,0
Supplier_A,South,Rain,Sea,Electronics,337.0,0.955,8.9,321.0,706.0,0.307,0.294,0
Supplier_B,East,Clear,Rail,Automotive,556.0,,5.7,484.0,633.0,0.373,0.344,0
Supplier_C,East,Storm,Air,Food,523.0,0.82,5.5,271.0,454.0,0.467,0.271,0
Supplier_C,Central,Clear,Air,Electronics,289.0,0.679,11.3,147.0,73.0,0.47,0.796,0
Supplier_D,East,Flood,Road,Pharma,217.0,1.0,5.1,484.0,826.0,0.383,0.512,1
Supplier_D,North,Clear,Air,Electronics,399.0,0.799,8.2,401.0,70.0,0.24,,0
Supplier_E,East,Heatwave,Sea,Electronics,584.0,0.674,4.9,397.0,629.0,0.23,0.582,0
Supplier_A,East,Clear,Road,Automotive,353.0,0.735,1.0,514.0,964.0,0.112,0.63,0
Supplier_B,East,Clear,Air,Food,464.0,0.793,2.3,539.0,533.0,0.469,0.266,0
Supplier_A,East,Storm,Road,Textile,60.0,0.807,7.2,391.0,564.0,0.227,0.452,1
Supplier_A,Central,Storm,Road,Pharma,454.0,0.846,8.1,218.0,583.0,0.312,0.516,1
Supplier_B,Central,Storm,Road,Automotive,816.0,0.78,7.2,305.0,544.0,0.398,0.36,1
Supplier_C,South,Heatwave,Sea,Automotive,733.0,0.573,9.4,525.0,1017.0,0.351,0.398,1
Supplier_E,South,Clear,Road,Automotive,527.0,0.729,7.2,445.0,315.0,0.349,0.592,0
Supplier_D,West,Flood,Road,Textile,613.0,0.871,3.7,321.0,287.0,0.169,0.597,1
Supplier_D,East,Clear,Air,Automotive,335.0,0.68,7.8,279.0,428.0,0.404,0.206,0
Supplier_D,East,Rain,Road,Automotive,972.0,0.881,6.5,531.0,883.0,0.287,0.562,0
Supplier_A,North,Clear,Air,Automotive,1088.0,0.785,4.3,380.0,373.0,0.333,0.622,0
Supplier_E,South,Clear,Sea,Food,593.0,0.747,7.4,555.0,595.0,0.582,0.37,0
Supplier_E,West,Rain,Road,Automotive,1224.0,0.959,6.2,578.0,736.0,0.451,0.348,0
Supplier_A,Central,Storm,Road,Textile,373.0,0.519,4.2,364.0,671.0,0.236,0.597,1
Supplier_C,West,Clear,Sea,Automotive,225.0,0.679,,591.0,724.0,0.32,0.01,0
Supplier_E,South,Heatwave,Road,Automotive,365.0,0.965,10.2,445.0,812.0,0.67,0.5,0
Supplier_C,North,Rain,Road,Electronics,493.0,1.0,10.1,468.0,568.0,0.289,0.86,0
Supplier_E,North,Clear,Sea,Food,1151.0,1.0,6.6,26.0,399.0,0.358,0.01,0
Supplier_E,South,Rain,Sea,Electronics,477.0,0.788,6.2,245.0,532.0,0.483,0.681,0
Supplier_C,East,Clear,Air,Electronics,326.0,0.849,1.7,255.0,425.0,0.393,0.62,0
Supplier_A,Central,Clear,Rail,Pharma,316.0,0.903,11.2,363.0,1055.0,0.275,0.184,0
Supplier_B,Central,Rain,Sea,Food,846.0,0.971,9.1,441.0,383.0,0.201,0.615,0
Supplier_B,North,Clear,Air,Food,809.0,0.827,8.3,448.0,606.0,0.348,0.72,0
Supplier_C,West,Clear,Air,Textile,424.0,0.919,1.0,471.0,170.0,0.482,0.241,0
Supplier_C,South,Storm,Sea,Automotive,62.0,0.849,6.1,297.0,529.0,0.614,0.344,1
Supplier_C,North,Clear,Air,Food,257.0,0.858,5.6,544.0,437.0,0.057,0.506,0
Supplier_A,East,Storm,Rail,Pharma,998.0,0.642,8.0,746.0,649.0,0.703,0.715,1
Supplier_B,North,Storm,Road,Automotive,729.0,0.731,4.6,356.0,654.0,0.292,0.381,1
Supplier_D,South,Clear,Rail,Pharma,567.0,0.702,5.3,301.0,812.0,0.535,0.491,0
Supplier_A,East,Rain,Rail,Textile,1036.0,0.602,7.9,297.0,794.0,0.202,0.354,1
Supplier_B,South,Clear,Road,Automotive,1059.0,0.532,3.7,435.0,485.0,0.028,0.505,0
Supplier_E,East,Rain,Road,Automotive,541.0,0.716,4.3,325.0,292.0,0.087,0.73,0
Supplier_A,East,Clear,Sea,Pharma,545.0,,6.6,109.0,318.0,0.284,0.523,0
Supplier_C,West,Heatwave,Road,Automotive,399.0,0.796,10.0,158.0,567.0,0.455,0.421,1
Supplier_B,North,Clear,Road,Textile,476.0,0.863,8.4,604.0,535.0,0.356,0.493,0
Supplier_A,North,Rain,Road,Electronics,164.0,0.808,9.2,651.0,557.0,0.3,0.324,0
Supplier_C,East,Clear,Road,Electronics,162.0,0.741,6.2,708.0,382.0,0.574,0.281,0
Supplier_C,South,Clear,Air,Food,102.0,0.643,10.5,461.0,816.0,0.35,0.765,0
Supplier_A,West,Clear,Road,Pharma,832.0,0.912,1.0,242.0,176.0,0.406,0.86,0
Supplier_A,North,Rain,Road,Automotive,144.0,0.765,12.1,341.0,370.0,0.972,0.106,1
Supplier_A,East,Heatwave,Sea,Food,1057.0,0.715,12.5,152.0,263.0,0.348,0.628,1
Supplier_D,Central,Clear,Road,Textile,360.0,0.752,7.4,145.0,454.0,0.211,0.689,0
Supplier_E,North,Clear,Road,Pharma,1002.0,0.67,8.5,466.0,774.0,0.446,0.233,0
Supplier_A,South,Clear,Sea,Pharma,455.0,0.7,5.9,517.0,437.0,0.497,0.396,0
Supplier_B,Central,Clear,Rail,Electronics,143.0,0.696,5.4,773.0,522.0,0.41,0.373,0
Supplier_B,East,Flood,Air,Pharma,884.0,0.737,4.2,405.0,646.0,0.381,0.918,1
Supplier_B,North,Heatwave,Sea,Pharma,914.0,0.878,5.9,176.0,426.0,0.646,0.864,1
Supplier_B,South,Flood,Sea,Automotive,314.0,0.841,7.7,398.0,584.0,0.621,0.297,1
Supplier_A,West,Clear,Road,Pharma,464.0,1.0,7.3,369.0,555.0,0.327,0.179,0
Supplier_C,Central,Clear,Air,Pharma,314.0,0.962,12.0,332.0,251.0,0.221,0.67,0
Supplier_B,South,Storm,Air,Pharma,519.0,1.0,6.3,482.0,398.0,0.436,0.62,0
Supplier_B,East,Clear,Road,Food,578.0,0.864,1.5,201.0,578.0,0.22,0.774,0
Supplier_B,West,Rain,Sea,Automotive,459.0,0.861,10.9,444.0,782.0,0.527,0.267,1
Supplier_E,North,Clear,Road,Textile,77.0,0.707,2.3,537.0,782.0,0.435,0.659,0
Supplier_D,South,Clear,Sea,Electronics,399.0,0.904,4.3,676.0,961.0,0.884,0.339,0
Supplier_C,West,Flood,Rail,Textile,733.0,0.682,6.8,476.0,607.0,0.645,0.637,1
Supplier_B,North,Clear,Rail,Pharma,496.0,0.559,7.3,608.0,409.0,0.134,0.492,0
Supplier_E,West,Heatwave,Road,Textile,465.0,1.0,1.7,340.0,486.0,0.246,0.918,0
Supplier_E,East,Clear,Sea,Electronics,308.0,0.593,3.8,365.0,475.0,0.01,0.598,0
Supplier_A,Central,Clear,Rail,Automotive,391.0,0.846,1.6,663.0,410.0,0.01,0.431,0
Supplier_E,North,Clear,Road,Textile,916.0,0.648,7.9,173.0,584.0,0.373,0.53,0
Supplier_D,Central,Clear,Road,Electronics,254.0,0.949,9.6,347.0,594.0,0.112,0.478,0
Supplier_A,South,Rain,Air,Automotive,737.0,0.969,2.3,623.0,242.0,0.678,0.246,0
Supplier_D,North,Clear,Road,Electronics,562.0,0.859,9.0,382.0,739.0,0.582,0.923,0
Supplier_A,West,Rain,Rail,Textile,614.0,0.967,8.8,369.0,96.0,0.296,0.852,0
Supplier_A,East,Flood,Air,Automotive,360.0,0.781,4.0,372.0,451.0,0.284,0.461,1
Supplier_A,Central,Clear,Road,Textile,459.0,1.0,1.0,441.0,753.0,0.647,,0
Supplier_C,North,Clear,Rail,Textile,549.0,0.892,2.8,615.0,634.0,0.693,0.951,0
Supplier_D,North,Clear,Road,Pharma,415.0,0.645,4.2,586.0,421.0,0.163,0.772,0
Supplier_C,East,Storm,Sea,Food,636.0,0.79,10.6,422.0,933.0,0.138,0.432,1
Supplier_A,Central,Rain,Sea,Automotive,669.0,0.757,5.6,617.0,403.0,0.29,0.481,0
Supplier_A,East,Clear,Road,Electronics,1115.0,0.742,3.0,482.0,60.0,0.436,0.122,0
Supplier_E,West,Rain,Rail,Pharma,622.0,0.531,6.4,575.0,600.0,0.247,0.67,0
Supplier_E,Central,Clear,Rail,Electronics,53.0,0.838,2.1,235.0,109.0,0.44,0.773,0
Supplier_D,Central,Clear,Sea,Textile,852.0,0.572,7.5,733.0,317.0,0.74,0.775,1
Supplier_A,East,Clear,Road,Pharma,497.0,0.401,3.1,460.0,637.0,0.069,0.654,0
Supplier_E,West,Heatwave,Rail,Food,1073.0,0.728,3.5,20.0,399.0,0.261,0.578,0
Supplier_D,East,Clear,Sea,Food,932.0,0.667,,719.0,628.0,0.073,0.28,0
Supplier_C,West,Clear,Road,Pharma,419.0,0.651,11.3,421.0,245.0,0.183,0.57,0
Supplier_A,East,Clear,Rail,Automotive,738.0,0.315,12.6,349.0,689.0,0.291,0.361,0
Supplier_E,East,Rain,Road,Textile,396.0,0.652,2.9,311.0,128.0,0.205,0.616,0
Supplier_C,East,Clear,Rail,Food,551.0,0.754,4.2,499.0,790.0,0.454,0.332,0
Supplier_A,West,Clear,Road,Textile,726.0,0.685,7.5,260.0,395.0,0.38,0.614,0
Supplier_B,West,Clear,Sea,Electronics,839.0,0.838,9.5,316.0,837.0,0.41,0.791,0
Supplier_C,Central,Rain,Road,Textile,783.0,0.989,1.0,320.0,315.0,0.289,0.583,0
Supplier_A,West,Clear,Road,Electronics,569.0,0.857,6.3,367.0,923.0,0.307,0.572,0
Supplier_B,North,Heatwave,Sea,Electronics,1196.0,0.934,4.5,327.0,289.0,0.28,0.701,1
Supplier_C,East,Clear,Sea,Electronics,455.0,0.946,1.0,574.0,105.0,0.3,0.889,0
Supplier_E,South,Clear,Air,Pharma,132.0,0.627,2.0,469.0,509.0,0.434,0.476,0
Supplier_A,North,Heatwave,Air,Textile,182.0,0.846,4.3,491.0,771.0,0.01,0.615,0
Supplier_C,North,Storm,Road,Pharma,933.0,0.929,6.2,530.0,674.0,0.408,0.832,1
